SessionID,StudentLevel,Discipline,SessionDate,SessionLengthMin,TotalPrompts,TaskType,AI_AssistanceLevel,FinalOutcome,UsedAgain,SatisfactionRating
SESSION01542,Undergraduate,Business,2025-03-06,63.25,13,Brainstorming,3,Assignment Completed,False,2.6
SESSION01543,Undergraduate,Math,2024-10-17,4.84,1,Studying,2,Idea Drafted,True,1.5
SESSION01544,Graduate,History,2025-05-12,32.0,7,Writing,2,Idea Drafted,True,3.6
SESSION01545,Undergraduate,Engineering,2025-01-24,0.54,1,Homework Help,3,Assignment Completed,True,3.7
SESSION01546,Undergraduate,Business,2025-02-28,46.51,17,Writing,5,Assignment Completed,True,5.0
SESSION01547,Undergraduate,Computer Science,2025-02-13,14.13,4,Writing,2,Assignment Completed,True,3.2
SESSION01548,Undergraduate,Engineering,2025-04-14,18.92,5,Coding,4,Confused,True,4.4
SESSION01549,High School,Psychology,2025-02-12,21.01,5,Homework Help,3,Gave Up,False,3.4
SESSION01550,Undergraduate,Computer Science,2025-04-09,46.03,19,Writing,3,Assignment Completed,False,2.9
SESSION01551,Undergraduate,Engineering,2025-04-03,17.73,3,Writing,3,Assignment Completed,False,3.6
SESSION01552,Graduate,Math,2025-03-13,25.3,11,Writing,4,Assignment Completed,True,3.8
SESSION01553,Undergraduate,Engineering,2025-03-14,4.55,1,Studying,3,Confused,False,3.8
SESSION01554,High School,Engineering,2025-04-15,9.51,4,Writing,3,Confused,True,3.5
SESSION01555,Undergraduate,Engineering,2025-05-21,22.9,6,Studying,2,Assignment Completed,False,2.0
SESSION01556,Undergraduate,Biology,2024-12-18,6.14,1,Studying,3,Idea Drafted,True,3.4
SESSION01557,Graduate,Psychology,2024-07-28,15.41,3,Coding,2,Gave Up,False,2.3
SESSION01558,Undergraduate,History,2025-06-04,38.83,9,Coding,5,Idea Drafted,True,3.8
SESSION01559,Undergraduate,Math,2025-01-12,6.56,2,Writing,2,Idea Drafted,False,3.0
SESSION01560,Undergraduate,Computer Science,2024-10-16,16.34,5,Writing,2,Confused,True,1.1
SESSION01561,Undergraduate,Business,2024-08-19,18.49,6,Writing,2,Assignment Completed,True,2.1
SESSION01562,Graduate,Psychology,2025-01-17,15.0,5,Writing,4,Assignment Completed,True,4.4
SESSION01563,Undergraduate,Engineering,2025-04-24,37.84,11,Research,5,Confused,False,5.0
SESSION01564,Undergraduate,Math,2024-11-13,22.74,7,Research,5,Idea Drafted,True,5.0
SESSION01565,Undergraduate,Psychology,2025-02-03,32.85,10,Coding,3,Assignment Completed,True,2.8
SESSION01566,Graduate,Engineering,2024-11-20,9.78,2,Writing,4,Gave Up,False,5.0
SESSION01567,Undergraduate,Math,2025-02-26,42.51,10,Homework Help,2,Assignment Completed,False,1.6
SESSION01568,Undergraduate,Computer Science,2025-01-30,15.73,4,Coding,5,Idea Drafted,True,4.2
SESSION01569,Undergraduate,Business,2024-09-28,18.29,7,Studying,3,Assignment Completed,False,3.6
SESSION01570,Graduate,Psychology,2024-08-20,40.15,18,Studying,1,Assignment Completed,True,1.3
SESSION01571,Graduate,Computer Science,2024-10-30,5.0,1,Writing,4,Assignment Completed,True,4.8
SESSION01572,High School,History,2025-01-29,10.53,2,Homework Help,4,Idea Drafted,True,4.3
SESSION01573,Undergraduate,Business,2024-08-02,43.41,9,Writing,3,Assignment Completed,True,1.6
SESSION01574,High School,Psychology,2024-10-16,2.72,1,Brainstorming,3,Idea Drafted,True,3.9
SESSION01575,Graduate,Psychology,2024-07-02,35.52,11,Writing,1,Assignment Completed,True,1.0
SESSION01576,Undergraduate,Psychology,2025-04-19,16.7,7,Coding,4,Assignment Completed,True,3.3
SESSION01577,Undergraduate,Psychology,2025-01-04,6.35,1,Studying,5,Gave Up,True,5.0
SESSION01578,Graduate,Math,2025-06-03,2.99,1,Coding,3,Idea Drafted,True,2.4
SESSION01579,High School,Math,2024-10-22,8.92,2,Coding,3,Assignment Completed,True,3.4
SESSION01580,Undergraduate,Psychology,2025-01-31,14.63,3,Homework Help,5,Confused,False,4.6
SESSION01581,High School,Psychology,2025-02-19,37.97,10,Writing,4,Assignment Completed,True,4.0
SESSION01582,Undergraduate,Biology,2025-04-27,3.68,1,Coding,2,Assignment Completed,False,2.0
SESSION01583,High School,History,2025-05-22,1.53,1,Writing,4,Idea Drafted,False,3.2
SESSION01584,Undergraduate,Biology,2024-09-07,17.11,6,Studying,2,Idea Drafted,False,3.2
SESSION01585,High School,Engineering,2024-08-31,21.03,4,Brainstorming,5,Assignment Completed,True,5.0
SESSION01586,Undergraduate,Business,2025-06-04,22.12,5,Coding,3,Assignment Completed,True,2.3
SESSION01587,Graduate,Psychology,2024-09-05,33.16,10,Coding,4,Assignment Completed,True,4.8
SESSION01588,High School,History,2024-08-05,24.54,8,Research,5,Idea Drafted,True,5.0
SESSION01589,Undergraduate,Business,2024-09-03,20.58,9,Writing,2,Assignment Completed,True,2.1
SESSION01590,Undergraduate,Engineering,2025-05-15,30.43,7,Studying,3,Gave Up,False,2.5
SESSION01591,Graduate,History,2025-04-23,11.78,3,Writing,5,Assignment Completed,False,4.5
SESSION01592,Graduate,Psychology,2025-05-03,44.14,16,Writing,4,Assignment Completed,True,3.4
SESSION01593,Undergraduate,Math,2025-05-08,21.78,10,Studying,3,Idea Drafted,True,2.2
SESSION01594,Undergraduate,Business,2024-09-18,12.27,2,Writing,2,Assignment Completed,False,1.3
SESSION01595,High School,Math,2024-10-16,7.32,1,Studying,4,Assignment Completed,True,5.0
SESSION01596,High School,Computer Science,2025-04-23,10.59,4,Writing,2,Assignment Completed,True,1.3
SESSION01597,Undergraduate,History,2024-08-17,6.09,1,Coding,3,Assignment Completed,True,3.6
SESSION01598,Undergraduate,Math,2025-04-21,75.12,16,Writing,5,Confused,True,4.5
SESSION01599,High School,Math,2024-12-07,13.56,3,Writing,3,Gave Up,False,3.4
SESSION01600,Undergraduate,Engineering,2024-11-27,18.25,3,Homework Help,3,Assignment Completed,True,4.0
SESSION01601,Graduate,Computer Science,2025-01-29,11.09,4,Writing,2,Assignment Completed,True,3.0
SESSION01602,Undergraduate,Biology,2025-01-27,43.04,15,Research,4,Assignment Completed,True,2.5
SESSION01603,Undergraduate,Psychology,2025-06-23,13.98,4,Research,4,Assignment Completed,True,4.1
SESSION01604,Undergraduate,Math,2024-07-15,39.49,13,Writing,3,Idea Drafted,True,4.0
SESSION01605,Undergraduate,Computer Science,2024-11-29,11.29,3,Homework Help,4,Assignment Completed,True,4.8
SESSION01606,Undergraduate,Engineering,2025-02-20,24.22,6,Homework Help,3,Assignment Completed,True,2.3
SESSION01607,Undergraduate,Psychology,2025-03-22,6.19,2,Homework Help,4,Gave Up,False,2.7
SESSION01608,Undergraduate,History,2024-07-02,10.1,2,Studying,3,Assignment Completed,True,2.8
SESSION01609,Undergraduate,Math,2025-01-26,22.2,6,Studying,4,Idea Drafted,False,4.1
SESSION01610,Undergraduate,History,2024-12-24,9.61,3,Studying,3,Assignment Completed,True,2.2
SESSION01611,High School,Computer Science,2024-08-23,18.84,5,Writing,4,Assignment Completed,True,4.5
SESSION01612,Undergraduate,Biology,2024-11-25,15.67,4,Homework Help,3,Idea Drafted,True,4.0
SESSION01613,Undergraduate,Computer Science,2025-02-27,1.77,1,Homework Help,3,Assignment Completed,True,2.2
SESSION01614,Undergraduate,History,2024-08-08,7.16,2,Writing,2,Idea Drafted,True,2.6
SESSION01615,Undergraduate,Math,2024-12-18,10.05,3,Writing,4,Idea Drafted,True,3.6
SESSION01616,Undergraduate,Business,2025-04-16,6.73,2,Coding,3,Idea Drafted,True,2.8
SESSION01617,Undergraduate,History,2024-12-03,64.46,29,Writing,4,Assignment Completed,True,3.7
SESSION01618,Undergraduate,Computer Science,2025-06-05,16.08,3,Studying,5,Confused,False,4.8
SESSION01619,High School,Math,2024-07-05,36.3,11,Studying,4,Confused,False,3.8
SESSION01620,Undergraduate,Psychology,2025-02-28,3.62,1,Studying,4,Assignment Completed,True,5.0
SESSION01621,High School,Computer Science,2024-12-12,40.27,9,Research,4,Gave Up,False,4.9
SESSION01622,Undergraduate,Engineering,2024-08-30,33.76,6,Homework Help,5,Assignment Completed,True,5.0
SESSION01623,Undergraduate,Psychology,2025-04-10,6.25,1,Writing,3,Assignment Completed,True,3.7
SESSION01624,Undergraduate,Engineering,2024-09-15,12.46,2,Writing,1,Assignment Completed,True,2.3
SESSION01625,Undergraduate,Biology,2024-10-22,19.87,5,Studying,3,Confused,False,3.2
SESSION01626,High School,Business,2025-01-28,22.42,9,Homework Help,3,Assignment Completed,True,4.0
SESSION01627,Undergraduate,Engineering,2025-04-01,31.99,11,Homework Help,3,Assignment Completed,False,2.5
SESSION01628,Undergraduate,History,2024-09-20,18.41,4,Writing,2,Assignment Completed,True,1.5
SESSION01629,Undergraduate,Business,2025-01-11,2.92,1,Coding,5,Assignment Completed,True,5.0
SESSION01630,Undergraduate,Computer Science,2025-02-14,24.93,5,Homework Help,2,Assignment Completed,False,1.0
SESSION01631,Undergraduate,History,2024-09-17,12.13,3,Studying,4,Idea Drafted,True,3.8
SESSION01632,High School,History,2024-10-28,27.22,12,Studying,3,Idea Drafted,True,3.0
SESSION01633,Undergraduate,Biology,2025-03-11,25.6,6,Homework Help,4,Confused,False,5.0
SESSION01634,High School,Psychology,2025-03-08,10.61,2,Homework Help,3,Assignment Completed,True,3.0
SESSION01635,Undergraduate,Psychology,2025-02-12,16.31,6,Studying,5,Assignment Completed,True,4.6
SESSION01636,Undergraduate,Math,2025-06-11,10.4,2,Writing,2,Assignment Completed,True,1.9
SESSION01637,High School,Business,2024-11-11,33.4,7,Writing,4,Idea Drafted,True,5.0
SESSION01638,High School,Engineering,2025-03-03,17.75,4,Homework Help,3,Assignment Completed,True,3.6
SESSION01639,Graduate,Business,2024-09-26,18.42,4,Coding,3,Assignment Completed,True,4.3
SESSION01640,Undergraduate,Computer Science,2025-06-07,22.47,9,Studying,4,Idea Drafted,False,3.6
SESSION01641,Undergraduate,Math,2025-01-12,41.65,10,Studying,3,Idea Drafted,True,2.6
SESSION01642,Undergraduate,Computer Science,2024-08-16,20.88,4,Research,5,Assignment Completed,True,4.1
SESSION01643,Undergraduate,Math,2025-03-06,9.78,4,Homework Help,4,Assignment Completed,True,4.7
SESSION01644,Undergraduate,History,2025-06-07,30.52,8,Research,4,Confused,False,3.5
SESSION01645,Undergraduate,Engineering,2025-01-27,9.0,2,Coding,3,Assignment Completed,True,2.2
SESSION01646,Undergraduate,Business,2025-04-13,18.56,4,Studying,5,Idea Drafted,True,4.8
SESSION01647,Undergraduate,Business,2024-06-30,24.06,7,Coding,4,Confused,False,2.9
SESSION01648,Undergraduate,History,2025-05-14,9.35,2,Writing,2,Idea Drafted,True,2.2
SESSION01649,Undergraduate,Math,2025-05-07,7.07,2,Homework Help,5,Idea Drafted,True,5.0
SESSION01650,Graduate,History,2024-10-12,25.84,6,Homework Help,4,Assignment Completed,True,4.1
SESSION01651,Undergraduate,Engineering,2025-05-11,12.32,3,Homework Help,4,Assignment Completed,False,3.5
SESSION01652,Undergraduate,Psychology,2024-06-25,5.61,1,Homework Help,4,Assignment Completed,True,2.8
SESSION01653,High School,Computer Science,2025-06-07,3.17,1,Coding,5,Gave Up,True,5.0
SESSION01654,Graduate,Business,2024-11-04,12.07,2,Homework Help,3,Assignment Completed,True,3.7
SESSION01655,Graduate,Computer Science,2024-11-29,37.91,8,Writing,5,Assignment Completed,False,5.0
SESSION01656,High School,Engineering,2025-06-03,14.34,3,Writing,4,Assignment Completed,False,2.1
SESSION01657,Graduate,History,2025-03-08,0.71,1,Writing,4,Confused,True,4.9
SESSION01658,Undergraduate,Biology,2024-08-08,19.18,7,Writing,3,Assignment Completed,True,3.8
SESSION01659,Undergraduate,History,2024-08-18,14.31,2,Homework Help,3,Confused,False,3.2
SESSION01660,Undergraduate,Business,2025-06-09,12.19,4,Writing,3,Idea Drafted,False,3.4
SESSION01661,High School,Psychology,2025-03-20,42.66,14,Studying,3,Confused,False,1.0
SESSION01662,Undergraduate,Math,2025-01-29,11.11,2,Writing,1,Assignment Completed,False,1.2
SESSION01663,Undergraduate,Business,2025-02-15,17.67,3,Writing,4,Assignment Completed,True,3.7
SESSION01664,High School,Math,2024-12-09,11.6,4,Writing,4,Assignment Completed,True,4.5
SESSION01665,Undergraduate,Computer Science,2024-11-03,3.72,1,Studying,5,Confused,True,4.4
SESSION01666,Graduate,Biology,2024-07-05,12.85,5,Coding,3,Idea Drafted,True,3.5
SESSION01667,Undergraduate,Engineering,2025-01-23,39.49,14,Coding,3,Confused,True,2.7
SESSION01668,Graduate,Biology,2025-05-02,6.21,1,Homework Help,5,Assignment Completed,True,4.1
SESSION01669,Graduate,Psychology,2025-05-19,14.4,4,Writing,4,Assignment Completed,True,5.0
SESSION01670,High School,Math,2025-04-24,10.21,3,Homework Help,4,Assignment Completed,False,5.0
SESSION01671,High School,Math,2024-08-20,25.95,11,Homework Help,4,Assignment Completed,True,4.4
SESSION01672,Graduate,Computer Science,2024-11-28,76.75,16,Writing,4,Idea Drafted,True,3.6
SESSION01673,Graduate,Psychology,2025-02-08,24.71,10,Brainstorming,4,Assignment Completed,False,5.0
SESSION01674,Graduate,Psychology,2025-04-16,6.03,1,Writing,4,Idea Drafted,True,4.6
SESSION01675,Graduate,History,2024-11-10,17.46,8,Writing,4,Assignment Completed,True,3.3
SESSION01676,Graduate,Business,2025-01-21,7.41,1,Writing,4,Confused,True,4.0
SESSION01677,Graduate,Engineering,2025-03-13,10.6,4,Research,4,Gave Up,False,4.8
SESSION01678,Undergraduate,Math,2024-08-19,17.54,4,Writing,3,Assignment Completed,True,3.4
SESSION01679,Undergraduate,Psychology,2024-12-09,13.91,6,Homework Help,3,Idea Drafted,False,3.2
SESSION01680,Undergraduate,Biology,2025-03-07,25.84,9,Studying,3,Gave Up,True,2.5
SESSION01681,Undergraduate,Psychology,2024-10-05,3.1,1,Studying,3,Assignment Completed,True,2.3
SESSION01682,High School,Math,2024-07-30,27.28,6,Homework Help,4,Assignment Completed,True,3.0
SESSION01683,Undergraduate,Computer Science,2025-04-24,17.87,4,Studying,4,Assignment Completed,True,4.0
SESSION01684,Undergraduate,Engineering,2025-01-23,39.81,17,Coding,1,Idea Drafted,True,1.4
SESSION01685,Undergraduate,Business,2024-11-19,31.35,9,Writing,3,Confused,True,3.1
SESSION01686,Undergraduate,Biology,2025-02-01,29.35,10,Studying,3,Confused,False,2.5
SESSION01687,Graduate,History,2024-11-17,7.97,2,Brainstorming,4,Idea Drafted,True,4.9
SESSION01688,Undergraduate,Computer Science,2024-11-04,14.92,3,Studying,4,Idea Drafted,False,5.0
SESSION01689,Undergraduate,Engineering,2024-11-29,32.99,13,Writing,5,Confused,True,5.0
SESSION01690,High School,Business,2025-02-23,21.06,6,Studying,5,Confused,False,4.0
SESSION01691,Graduate,Engineering,2024-07-22,22.93,4,Writing,5,Idea Drafted,False,5.0
SESSION01692,Undergraduate,Business,2025-06-17,39.75,18,Studying,3,Idea Drafted,True,3.0
SESSION01693,High School,Biology,2025-05-12,12.0,3,Homework Help,5,Assignment Completed,True,4.6
SESSION01694,Undergraduate,Math,2024-09-16,19.56,6,Studying,2,Confused,True,1.8
SESSION01695,Undergraduate,Psychology,2024-06-29,26.61,9,Studying,4,Idea Drafted,True,4.8
SESSION01696,Undergraduate,Math,2025-01-28,1.66,1,Writing,2,Assignment Completed,True,1.3
SESSION01697,Undergraduate,Business,2024-12-28,16.36,5,Studying,4,Assignment Completed,True,3.0
SESSION01698,Graduate,Engineering,2025-05-04,3.74,1,Coding,5,Assignment Completed,True,5.0
SESSION01699,Undergraduate,History,2024-12-06,52.49,11,Research,3,Idea Drafted,False,3.1
SESSION01700,Graduate,History,2024-08-01,21.58,9,Writing,4,Assignment Completed,True,4.3
SESSION01701,Graduate,Engineering,2025-03-11,40.93,10,Coding,3,Idea Drafted,True,4.3
SESSION01702,Undergraduate,Computer Science,2025-05-12,10.42,2,Writing,5,Assignment Completed,False,4.0
SESSION01703,Undergraduate,Business,2025-03-17,38.68,10,Writing,3,Assignment Completed,True,4.3
SESSION01704,Graduate,Psychology,2025-06-01,4.98,1,Studying,2,Idea Drafted,True,2.2
SESSION01705,Undergraduate,Psychology,2024-08-19,14.4,3,Coding,3,Confused,True,3.3
SESSION01706,Graduate,Psychology,2025-04-17,3.32,1,Studying,3,Idea Drafted,False,3.1
SESSION01707,Graduate,Biology,2024-09-05,18.52,4,Studying,3,Assignment Completed,True,3.6
SESSION01708,Undergraduate,Business,2025-05-03,11.06,2,Homework Help,3,Assignment Completed,True,2.9
SESSION01709,Graduate,Business,2025-01-15,5.29,1,Studying,2,Assignment Completed,True,1.1
SESSION01710,Graduate,Biology,2024-10-23,33.57,6,Homework Help,3,Idea Drafted,True,2.8
SESSION01711,Undergraduate,Engineering,2025-01-31,8.45,2,Writing,4,Idea Drafted,True,3.0
SESSION01712,Graduate,Math,2024-11-01,11.79,2,Homework Help,1,Assignment Completed,True,1.0
SESSION01713,Undergraduate,History,2025-06-17,21.94,5,Homework Help,3,Assignment Completed,False,2.1
SESSION01714,High School,Business,2025-04-11,34.69,13,Coding,1,Assignment Completed,False,2.0
SESSION01715,High School,Engineering,2024-08-09,9.98,2,Studying,2,Idea Drafted,True,1.6
SESSION01716,Undergraduate,Psychology,2024-09-29,12.38,5,Writing,5,Idea Drafted,True,5.0
SESSION01717,Undergraduate,Engineering,2025-05-17,20.71,10,Coding,4,Confused,False,2.2
SESSION01718,High School,Biology,2024-09-06,26.97,7,Coding,3,Confused,False,3.8
SESSION01719,Undergraduate,Engineering,2025-04-21,41.24,9,Coding,4,Confused,False,4.0
SESSION01720,Undergraduate,Math,2024-10-05,8.01,2,Writing,2,Assignment Completed,True,2.8
SESSION01721,Undergraduate,Psychology,2024-11-25,36.97,7,Writing,3,Idea Drafted,False,2.2
SESSION01722,High School,Biology,2025-01-20,22.67,11,Writing,4,Gave Up,False,5.0
SESSION01723,Undergraduate,Computer Science,2024-08-20,34.17,7,Writing,2,Idea Drafted,True,1.0
SESSION01724,Undergraduate,Biology,2024-09-25,14.41,3,Studying,4,Gave Up,False,3.3
SESSION01725,Graduate,History,2025-02-07,3.36,1,Writing,3,Assignment Completed,True,2.9
SESSION01726,Undergraduate,Math,2025-04-29,18.83,8,Writing,3,Assignment Completed,True,4.2
SESSION01727,High School,Psychology,2025-04-20,11.2,2,Studying,3,Idea Drafted,True,4.2
SESSION01728,High School,Computer Science,2024-10-22,0.23,1,Brainstorming,2,Confused,False,1.2
SESSION01729,Undergraduate,Business,2025-05-20,8.73,2,Homework Help,3,Confused,False,1.6
SESSION01730,High School,Computer Science,2025-01-07,23.76,4,Writing,4,Assignment Completed,True,2.5
SESSION01731,High School,History,2024-10-07,29.33,10,Research,4,Idea Drafted,True,2.8
SESSION01732,Undergraduate,History,2025-02-22,19.03,7,Writing,3,Assignment Completed,True,4.0
SESSION01733,Graduate,Engineering,2025-06-08,26.72,6,Writing,4,Idea Drafted,True,4.0
SESSION01734,Undergraduate,History,2024-07-09,29.64,11,Coding,3,Assignment Completed,True,2.1
SESSION01735,High School,Biology,2025-05-21,27.21,9,Coding,4,Idea Drafted,True,2.3
SESSION01736,Undergraduate,Biology,2024-07-05,23.14,6,Studying,3,Assignment Completed,False,3.6
SESSION01737,Graduate,History,2025-05-13,23.94,6,Studying,4,Assignment Completed,True,3.5
SESSION01738,High School,Business,2024-08-26,6.1,2,Coding,4,Assignment Completed,True,4.6
SESSION01739,Graduate,Math,2024-12-26,9.83,3,Coding,2,Assignment Completed,True,2.1
SESSION01740,Undergraduate,Math,2025-04-12,9.81,4,Coding,2,Assignment Completed,True,1.6
SESSION01741,Undergraduate,Biology,2024-09-18,1.9,1,Homework Help,3,Idea Drafted,True,2.6
SESSION01742,Undergraduate,Psychology,2024-06-24,20.63,4,Homework Help,3,Confused,False,2.4
SESSION01743,Graduate,Engineering,2024-06-26,7.61,3,Homework Help,3,Gave Up,False,4.0
SESSION01744,High School,Psychology,2025-03-10,25.72,11,Studying,3,Idea Drafted,True,3.5
SESSION01745,Undergraduate,Math,2025-05-20,9.09,2,Brainstorming,2,Idea Drafted,True,2.0
SESSION01746,Graduate,Psychology,2025-01-09,27.76,5,Homework Help,2,Assignment Completed,True,2.2
SESSION01747,Graduate,History,2024-12-09,22.0,4,Writing,2,Confused,True,2.3
SESSION01748,High School,Computer Science,2025-02-12,13.29,3,Studying,5,Idea Drafted,True,3.7
SESSION01749,Undergraduate,Computer Science,2024-11-22,2.07,1,Studying,3,Idea Drafted,True,3.4
SESSION01750,Undergraduate,Computer Science,2025-06-11,20.05,4,Studying,3,Assignment Completed,True,2.7
SESSION01751,High School,Math,2025-06-02,14.65,3,Coding,4,Assignment Completed,True,5.0
SESSION01752,Graduate,History,2024-11-22,10.04,3,Studying,4,Confused,False,4.5
SESSION01753,Undergraduate,Psychology,2024-07-18,21.65,7,Coding,2,Assignment Completed,True,1.0
SESSION01754,Undergraduate,Biology,2024-07-15,54.39,26,Research,2,Idea Drafted,True,2.6
SESSION01755,Undergraduate,Psychology,2024-08-08,37.25,8,Studying,3,Assignment Completed,True,1.4
SESSION01756,Graduate,Computer Science,2025-05-13,3.3,1,Homework Help,4,Assignment Completed,False,3.7
SESSION01757,Undergraduate,Biology,2025-04-16,15.61,4,Studying,4,Assignment Completed,True,2.5
SESSION01758,Undergraduate,History,2024-11-21,8.1,2,Coding,3,Assignment Completed,True,3.3
SESSION01759,Undergraduate,Engineering,2025-01-05,36.41,9,Brainstorming,4,Gave Up,False,4.0
SESSION01760,High School,Biology,2024-09-10,28.69,7,Writing,2,Assignment Completed,True,2.9
SESSION01761,Graduate,Biology,2024-07-23,27.22,11,Studying,2,Idea Drafted,False,1.0
SESSION01762,Undergraduate,History,2024-07-25,2.96,1,Coding,4,Assignment Completed,True,3.5
SESSION01763,Graduate,Engineering,2025-03-10,36.33,8,Studying,4,Gave Up,False,5.0
SESSION01764,Undergraduate,Biology,2024-09-07,8.0,1,Studying,2,Assignment Completed,True,2.3
SESSION01765,Graduate,Computer Science,2025-05-06,20.01,6,Writing,3,Idea Drafted,True,3.6
SESSION01766,Undergraduate,Engineering,2025-02-16,14.65,5,Homework Help,4,Idea Drafted,True,4.3
SESSION01767,Undergraduate,Business,2024-11-01,24.04,9,Coding,3,Assignment Completed,True,3.1
SESSION01768,Graduate,Math,2025-05-09,5.93,2,Studying,3,Assignment Completed,True,5.0
SESSION01769,High School,History,2025-05-09,3.06,1,Writing,3,Assignment Completed,False,4.4
SESSION01770,Undergraduate,Psychology,2025-05-21,24.18,11,Homework Help,4,Assignment Completed,True,4.9
SESSION01771,Graduate,Business,2024-07-03,42.46,12,Studying,2,Assignment Completed,True,1.3
SESSION01772,Undergraduate,History,2024-07-12,4.63,1,Writing,5,Confused,False,3.5
SESSION01773,High School,Computer Science,2024-07-19,23.7,10,Writing,4,Idea Drafted,True,3.6
SESSION01774,Undergraduate,History,2024-11-16,39.16,8,Studying,4,Gave Up,True,4.7
SESSION01775,Graduate,Psychology,2025-01-14,27.39,6,Research,3,Idea Drafted,True,4.5
SESSION01776,Undergraduate,Math,2024-07-15,18.14,6,Writing,3,Confused,False,3.9
SESSION01777,Undergraduate,History,2025-02-16,11.74,2,Research,5,Gave Up,False,4.4
SESSION01778,High School,Engineering,2025-03-02,13.33,2,Writing,3,Idea Drafted,True,2.4
SESSION01779,Undergraduate,Computer Science,2024-10-10,8.21,1,Coding,3,Assignment Completed,True,5.0
SESSION01780,Undergraduate,Engineering,2024-07-25,4.71,1,Coding,4,Confused,True,5.0
SESSION01781,Undergraduate,Computer Science,2024-10-15,16.76,4,Coding,4,Assignment Completed,False,3.5
SESSION01782,Undergraduate,History,2025-02-23,27.55,11,Homework Help,4,Confused,True,4.9
SESSION01783,Undergraduate,Math,2025-02-14,30.7,9,Writing,4,Assignment Completed,False,4.1
SESSION01784,Graduate,Psychology,2024-07-22,30.31,10,Brainstorming,4,Assignment Completed,True,5.0
SESSION01785,Graduate,Math,2025-05-23,35.95,8,Writing,4,Assignment Completed,True,4.1
SESSION01786,Undergraduate,History,2025-04-06,26.25,9,Homework Help,5,Confused,False,5.0
SESSION01787,Undergraduate,Math,2024-10-26,1.5,1,Writing,3,Idea Drafted,True,2.9
SESSION01788,Undergraduate,Computer Science,2024-07-15,27.38,5,Homework Help,4,Assignment Completed,True,3.9
SESSION01789,Graduate,Psychology,2024-12-16,25.27,10,Writing,5,Assignment Completed,True,4.0
SESSION01790,Undergraduate,Math,2024-11-29,3.02,1,Coding,5,Assignment Completed,True,5.0
SESSION01791,Undergraduate,Biology,2025-04-20,44.81,16,Coding,4,Assignment Completed,True,3.6
SESSION01792,High School,Engineering,2024-08-31,10.63,3,Writing,5,Idea Drafted,True,5.0
SESSION01793,Undergraduate,Engineering,2025-05-25,7.93,2,Homework Help,4,Confused,False,3.3
SESSION01794,Undergraduate,Business,2025-02-23,25.64,6,Research,1,Idea Drafted,True,1.0
SESSION01795,High School,Biology,2025-01-12,15.22,3,Writing,3,Assignment Completed,True,4.7
SESSION01796,High School,Computer Science,2024-09-08,21.49,6,Writing,4,Idea Drafted,True,3.8
SESSION01797,Undergraduate,Psychology,2025-05-28,17.2,4,Writing,5,Assignment Completed,True,5.0
SESSION01798,High School,Math,2025-02-05,14.45,6,Writing,5,Assignment Completed,True,5.0
SESSION01799,Undergraduate,Biology,2024-12-13,23.24,4,Homework Help,3,Idea Drafted,True,4.4
SESSION01800,Undergraduate,Engineering,2025-02-28,32.18,13,Writing,4,Assignment Completed,False,5.0
SESSION01801,High School,Computer Science,2024-11-30,55.33,11,Studying,3,Confused,True,3.9
SESSION01802,Undergraduate,History,2025-02-22,51.11,21,Writing,5,Idea Drafted,True,4.5
SESSION01803,Undergraduate,Math,2024-08-18,25.28,7,Writing,3,Idea Drafted,True,2.2
SESSION01804,Undergraduate,Computer Science,2024-07-13,50.67,24,Brainstorming,4,Gave Up,False,2.7
SESSION01805,Undergraduate,Computer Science,2025-04-03,5.18,1,Homework Help,2,Gave Up,True,1.0
SESSION01806,High School,Business,2024-11-14,20.02,5,Writing,4,Assignment Completed,True,3.8
SESSION01807,Undergraduate,Engineering,2024-09-17,11.0,4,Homework Help,2,Confused,False,1.9
SESSION01808,Graduate,Math,2025-02-26,40.35,8,Coding,2,Assignment Completed,True,3.3
SESSION01809,Undergraduate,Psychology,2024-10-10,16.05,3,Writing,3,Assignment Completed,False,2.7
SESSION01810,Graduate,Engineering,2024-10-06,8.07,3,Coding,5,Assignment Completed,False,5.0
SESSION01811,High School,Biology,2024-06-30,57.24,13,Writing,2,Idea Drafted,False,2.3
SESSION01812,High School,Biology,2025-06-06,13.5,3,Writing,2,Assignment Completed,True,3.4
SESSION01813,High School,History,2025-01-02,9.22,4,Coding,3,Assignment Completed,False,2.9
SESSION01814,Undergraduate,History,2024-12-12,19.23,7,Coding,3,Idea Drafted,True,2.3
SESSION01815,High School,Computer Science,2024-12-12,7.58,2,Studying,3,Assignment Completed,True,3.9
SESSION01816,Graduate,Psychology,2025-02-11,38.82,15,Coding,3,Assignment Completed,True,4.2
SESSION01817,Graduate,Engineering,2024-10-11,6.48,1,Writing,2,Assignment Completed,False,2.8
SESSION01818,High School,Computer Science,2024-11-22,28.63,7,Writing,5,Idea Drafted,True,5.0
SESSION01819,High School,Psychology,2024-08-26,6.0,2,Brainstorming,4,Idea Drafted,True,4.4
SESSION01820,Undergraduate,Math,2024-07-16,2.27,1,Studying,5,Gave Up,False,5.0
SESSION01821,Graduate,Computer Science,2025-03-28,7.38,1,Studying,3,Assignment Completed,True,3.3
SESSION01822,Graduate,Business,2024-12-15,18.54,5,Writing,3,Assignment Completed,True,2.4
